class,path,distance,scip_nodes,ml_nodes,degradation,scip_lps,ml_lps,scip_time,ml_time,scip_walltime,ml_walltime,scip_status,ml_status,scip_gap,ml_gap
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_093.lp,0.00251,25,121,4.84,141,289,4.85,4.61,5.5102343339822255,4.14787562499987,optimal,optimal,0.0,0.0
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_094.lp,0.0029100000000000003,43,119,2.7674418604651163,234,318,7.51,6.18,8.027557208028156,6.366303249989869,optimal,optimal,0.0,0.0
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_095.lp,0.00885,13,77,5.923076923076923,106,206,3.94,3.13,4.3810206659836695,3.138869665999664,optimal,optimal,0.0,0.0
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_096.lp,0.0029100000000000003,11,51,4.636363636363637,109,176,3.88,3.1,4.175755500007654,3.011272707983153,optimal,optimal,0.0,0.0
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_097.lp,0.0029100000000000003,105,253,2.4095238095238094,301,472,7.6,9.13,8.14058066700818,7.6134907500236295,optimal,optimal,0.0,0.0
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_098.lp,0.0029100000000000003,589,575,0.9762308998302207,932,909,10.7,17.52,11.44716654199874,14.68273295799736,optimal,optimal,0.0,0.0
setcover_valid,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_setcover/setcover_099.lp,0.00251,5,41,8.2,102,201,2.88,2.58,3.1252661669859663,2.7099122499930672,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_000.lp,2.0101500000000003,15,148,9.866666666666667,88,245,1.76,1.92,1.9802958749933168,2.6765379999997094,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_001.lp,2.0101500000000003,1,25,25.0,35,55,0.5,0.5,0.5510627089824993,0.6059627079812344,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_002.lp,2.0101500000000003,15,127,8.466666666666667,98,211,2.15,1.59,2.317491791996872,2.1199002919893246,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_003.lp,2.0101500000000003,7,50,7.142857142857143,52,128,1.25,0.97,1.3866987919900566,1.127742540993495,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_004.lp,2.0101500000000003,3,15,5.0,47,51,1.03,0.67,1.109090375015512,0.7690367919858545,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_005.lp,2.0101500000000003,13,266,20.46153846153846,106,328,2.55,2.94,2.745959916996071,3.7594234170101117,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_006.lp,2.0101500000000003,3,55,18.333333333333332,49,97,0.99,0.83,1.0826353749725968,1.0407262909866404,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_007.lp,2.0101500000000003,31,272,8.774193548387096,138,336,2.61,2.33,2.840499624988297,3.006186082988279,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_008.lp,2.0101500000000003,5,41,8.2,49,87,0.95,0.84,1.07558983398485,1.021599832980428,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_009.lp,2.0101500000000003,9,259,28.77777777777778,91,334,1.95,3.23,2.16692995899939,3.7685560829995666,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_010.lp,2.0101500000000003,263,811,3.0836501901140685,609,962,5.46,6.58,6.027846249984577,7.811691209004493,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_011.lp,2.0101500000000003,5,23,4.6,44,66,0.96,0.79,1.0769826670002658,0.903366874990752,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_012.lp,2.0101500000000003,9,213,23.666666666666668,80,266,2.62,2.07,2.865258875011932,2.343984457984334,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_013.lp,2.0101500000000003,7,71,10.142857142857142,66,121,1.81,1.35,2.0492457910149824,1.5152813339955173,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_014.lp,2.0101500000000003,15,280,18.666666666666668,131,349,3.17,2.19,3.5737449169973843,2.5656490420224145,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_015.lp,2.0101500000000003,9,115,12.777777777777779,70,161,1.3,1.13,1.4388978329952806,1.4524109580088407,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_016.lp,2.0101500000000003,7,73,10.428571428571429,74,137,1.61,1.04,1.7627724169869907,1.20101129100658,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_017.lp,2.0101500000000003,23,309,13.434782608695652,119,434,2.27,2.07,2.5215840000018943,2.843290042015724,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_018.lp,2.0101500000000003,3,19,6.333333333333333,52,66,0.93,0.75,1.0353542910015676,0.838890207989607,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_019.lp,2.0101500000000003,41,283,6.902439024390244,180,374,3.42,2.24,4.055990000022575,2.8697419590025675,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_020.lp,2.0101500000000003,11,95,8.636363636363637,78,149,1.85,1.31,2.012705000001006,1.4758978750032838,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_021.lp,2.0101500000000003,13,149,11.461538461538462,90,261,1.77,1.75,1.97499716602033,2.254452916997252,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_022.lp,2.0101500000000003,51,572,11.215686274509803,220,656,3.81,4.79,4.288374291994842,5.962755250016926,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_023.lp,2.0101500000000003,7,114,16.285714285714285,61,214,1.57,1.9,1.8348790419986472,2.2375588750001043,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_024.lp,2.0101500000000003,50,143,2.86,158,222,2.7,1.41,2.9616817499918398,1.6645634160086047,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_025.lp,2.0101500000000003,5,80,16.0,69,137,1.39,1.21,1.6090874159999657,1.5010724999883678,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_026.lp,2.0101500000000003,19,89,4.684210526315789,96,186,2.31,1.74,2.7396400829893537,2.0793834170035552,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_027.lp,2.0101500000000003,1,47,47.0,66,117,1.69,1.07,1.874440332991071,1.2067385419795755,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_028.lp,2.0101500000000003,15,105,7.0,119,207,1.88,1.55,2.1176325420092326,1.8692395839898381,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_029.lp,2.0101500000000003,5,61,12.2,57,160,1.1,1.01,1.2413944169820752,1.172939290991053,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_030.lp,2.0101500000000003,5,67,13.4,60,112,1.04,0.96,1.183719624998048,1.1902791250031441,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_031.lp,2.0101500000000003,9,132,14.666666666666666,68,202,1.69,1.68,1.9003107500029728,2.012792791996617,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_032.lp,2.0101500000000003,3,59,19.666666666666668,47,98,1.07,0.96,1.2326552500016987,1.1673636669875123,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_033.lp,2.0101500000000003,25,96,3.84,148,186,2.7,1.39,3.028319792007096,1.661195000022417,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_034.lp,2.0101500000000003,35,207,5.914285714285715,148,267,2.07,1.99,2.3195670419954695,2.511240332998568,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_035.lp,2.0101500000000003,13,225,17.307692307692307,103,276,2.47,2.11,2.7158120420062914,2.5439849590184167,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_036.lp,2.0101500000000003,90,357,3.966666666666667,257,492,3.88,2.97,4.415057290985715,3.5530347500171047,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_037.lp,2.0101500000000003,3,85,28.333333333333332,72,139,1.42,1.19,1.557522416987922,1.5007838339952286,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_038.lp,2.0101500000000003,15,373,24.866666666666667,101,549,2.67,3.85,2.9807914580160286,4.557951416994911,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_039.lp,2.0101500000000003,13,195,15.0,91,336,2.3,2.15,2.5397198330028914,2.711129750008695,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_040.lp,2.0101500000000003,13,175,13.461538461538462,108,258,2.32,1.89,2.5528973329928704,2.1535476660064887,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_041.lp,2.0101500000000003,25,355,14.2,145,509,2.22,3.15,2.444566374993883,3.747761124977842,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_042.lp,2.0101500000000003,5,83,16.6,75,168,1.39,1.1,1.5282517909945454,1.3144833749975078,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_043.lp,2.0101500000000003,11,228,20.727272727272727,103,301,1.96,2.08,2.228626083000563,2.54882950001047,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_044.lp,2.0101500000000003,7,81,11.571428571428571,77,168,1.79,1.35,2.0161507909942884,1.5968404159939382,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_045.lp,2.0101500000000003,3,49,16.333333333333332,42,101,1.1,0.98,1.1983078330231365,1.161763250012882,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_046.lp,2.0101500000000003,5,123,24.6,70,189,1.76,1.53,1.9518706249946263,1.8055347080226056,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_047.lp,2.0101500000000003,9,94,10.444444444444445,80,137,1.92,1.15,2.095775458990829,1.352985457982868,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_048.lp,2.0101500000000003,13,121,9.307692307692308,91,190,1.98,1.52,2.154040958004771,1.8767802499933168,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_049.lp,2.0101500000000003,11,99,9.0,76,167,1.49,1.16,1.6178842920053285,1.4654432499955874,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_050.lp,2.0101500000000003,23,285,12.391304347826088,115,382,2.77,3.47,3.0335843749926426,4.835272208001697,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_051.lp,2.0101500000000003,9,127,14.11111111111111,65,180,1.52,1.48,1.735751625004923,2.0742830829985905,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_052.lp,2.0101500000000003,7,85,12.142857142857142,45,160,0.98,0.93,1.0744767910218798,1.1758134580159094,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_053.lp,2.0101500000000003,11,157,14.272727272727273,97,237,2.2,1.66,2.3569306250137743,2.2380417919775937,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_054.lp,2.0101500000000003,15,82,5.466666666666667,81,173,1.49,1.0,1.6114020420063753,1.2638181249785703,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_055.lp,2.0101500000000003,11,369,33.54545454545455,84,465,1.68,3.19,1.7854504999995697,4.5652600419998635,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_056.lp,2.0101500000000003,21,157,7.476190476190476,99,222,1.95,1.66,2.156108209019294,2.066780707973521,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_057.lp,2.0101500000000003,17,247,14.529411764705882,105,369,1.78,2.22,2.0604078749893233,3.153989292011829,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_058.lp,2.0101500000000003,5,54,10.8,70,110,1.33,1.03,1.4642431249958463,1.251689583004918,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_059.lp,2.0101500000000003,29,254,8.758620689655173,145,405,2.17,2.19,2.4579716669977643,2.779186917003244,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_060.lp,2.0101500000000003,7,106,15.142857142857142,65,169,1.45,1.24,1.6015897910110652,1.4502927499997895,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_061.lp,2.0101500000000003,7,85,12.142857142857142,62,136,1.29,0.93,1.4347766659921035,1.1000409589905757,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_062.lp,2.0101500000000003,29,307,10.586206896551724,139,406,2.78,2.31,3.1401524590037297,2.932971333997557,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_063.lp,2.0101500000000003,3,61,20.333333333333332,54,94,0.81,0.68,0.8818786249903496,0.8687547080044169,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_064.lp,2.0101500000000003,23,235,10.217391304347826,112,325,1.93,1.52,2.09921583297546,1.8573637919907924,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_065.lp,2.0101500000000003,1,27,27.0,46,66,0.74,0.68,0.8356782909831963,0.8056102499831468,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_066.lp,2.0101500000000003,177,635,3.5875706214689265,441,738,4.57,4.03,5.01680066701374,4.755056541995145,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_067.lp,2.0101500000000003,19,181,9.526315789473685,108,259,2.14,1.58,2.329191249998985,1.9898116669792216,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_068.lp,2.0101500000000003,9,242,26.88888888888889,57,356,1.43,2.32,1.5884700419846922,2.962757832981879,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_069.lp,2.0101500000000003,37,257,6.945945945945946,157,324,3.31,2.65,3.7420189999975264,3.196527624997543,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_070.lp,2.0101500000000003,1,34,34.0,80,110,1.71,1.05,1.9327703340095468,1.2765795419982169,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_071.lp,2.0101500000000003,34,195,5.735294117647059,158,248,2.58,1.79,2.950519167003222,2.2614635409845505,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_072.lp,2.0101500000000003,13,176,13.538461538461538,87,278,1.94,1.5,2.1408415420155507,1.9070413750014268,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_073.lp,2.0101500000000003,11,87,7.909090909090909,96,150,1.53,1.32,1.7179770419897977,1.6308627090184018,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_074.lp,2.0101500000000003,73,272,3.7260273972602738,246,361,3.93,2.21,4.312937915994553,2.6131232920160983,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_075.lp,2.0101500000000003,95,266,2.8,287,372,3.58,2.46,3.977768415992614,2.9135885419964325,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_076.lp,2.0101500000000003,5,82,16.4,68,163,1.42,1.08,1.612657959019998,1.3378514170181006,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_077.lp,2.0101500000000003,7,134,19.142857142857142,85,243,2.18,1.72,2.4323627080011647,2.0658657499880064,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_078.lp,2.0101500000000003,13,444,34.15384615384615,102,528,2.15,4.47,2.418644207995385,5.116391000017757,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_079.lp,2.0101500000000003,15,209,13.933333333333334,111,342,2.08,1.83,2.2470330409996677,2.31963858299423,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_080.lp,2.0101500000000003,3,27,9.0,93,116,1.52,1.2,1.6173965409980156,1.319175417011138,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_081.lp,2.0101500000000003,5,77,15.4,61,169,1.53,1.0,1.6742004579864442,1.1620274590095505,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_082.lp,2.0101500000000003,2,21,10.5,36,53,0.62,0.59,0.680746416997863,0.7007785000023432,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_083.lp,2.0101500000000003,9,79,8.777777777777779,88,177,1.6,1.08,1.7237993750022724,1.296179042023141,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_084.lp,2.0101500000000003,9,255,28.333333333333332,69,309,1.93,2.86,2.1403973750129808,3.3020063750154804,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_085.lp,2.0101500000000003,33,192,5.818181818181818,152,261,2.77,1.9,3.024250124988612,2.386965042009251,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_086.lp,2.0101500000000003,11,197,17.90909090909091,106,282,2.08,2.14,2.3129528750141617,2.547965749981813,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_087.lp,2.0101500000000003,53,311,5.867924528301887,187,386,3.07,2.7,3.437644999998156,3.5011995829991065,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_088.lp,2.0101500000000003,15,99,6.6,88,206,1.85,1.43,2.078450917004375,1.7159731249848846,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_089.lp,2.0101500000000003,75,612,8.16,275,741,3.76,4.39,4.147602415992878,5.468964583997149,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_090.lp,2.0101500000000003,7,107,15.285714285714286,67,203,1.64,1.68,1.8143686250259634,1.9405472920043394,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_091.lp,2.0101500000000003,11,42,3.8181818181818183,62,92,1.26,0.84,1.423493625014089,1.0766886670025997,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_092.lp,2.0101500000000003,3,53,17.666666666666668,53,92,1.07,0.86,1.1830139579833485,0.9787035000044852,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_093.lp,2.0101500000000003,3,115,38.333333333333336,59,181,1.26,1.34,1.7569775830197614,1.7005867910047527,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_094.lp,2.0101500000000003,9,203,22.555555555555557,74,243,2.09,2.31,2.4164745419984683,2.9211875420005526,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_095.lp,2.0101500000000003,5,81,16.2,64,133,1.54,1.16,1.7618689170049038,1.404427500005113,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_096.lp,2.0101500000000003,5,228,45.6,64,322,1.34,2.69,1.5138324159779586,3.307929583999794,optimal,optimal,0.0,0.0
cauctions,/Users/skandavyassrinivasan/Documents/Integral-Optimization-Branch-Learning-Research/data/instances/eval_cauctions/cauctions_097.lp,2.0101500000000003,13,247,19.0,84,325,2.65,2.77,3.0334551660052966,3.1831963330041617,optimal,optimal,0.0,0.0
